"default_profile","default_profile_image","tweets_like_by_user","followers_count","geo_enabled","verified","account_age_days","account_type","has_description","has_lang","has_background_image_url"
"FALSE","FALSE",618,235,"FALSE","FALSE",2886,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2591,27,"FALSE","FALSE",1322,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",957,12,"TRUE","FALSE",1339,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",6,602,"TRUE","FALSE",4339,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",12304,7613,"TRUE","TRUE",3225,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",93,25,"FALSE","FALSE",3301,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",7699,128,"TRUE","FALSE",2972,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",22984,397873,"TRUE","TRUE",4120,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",26094,245,"TRUE","FALSE",3137,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",100,1,"FALSE","FALSE",3912,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",963,6830,"TRUE","FALSE",3325,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1215,21,"FALSE","FALSE",2296,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1549,162,"TRUE","FALSE",3260,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",121,0,"FALSE","FALSE",1112,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1425,5775,"TRUE","FALSE",3994,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1123,194,"TRUE","FALSE",1792,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3,235176,"FALSE","FALSE",3719,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2327,7,"FALSE","FALSE",2511,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",16978,211,"TRUE","FALSE",2909,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",19,6,"FALSE","FALSE",1378,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",752,68,"FALSE","FALSE",1668,"human","FALSE","FALSE","FALSE"
"FALSE","FALSE",1146,7193374,"TRUE","TRUE",3802,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2141,6,"FALSE","FALSE",2886,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",16797,488,"FALSE","FALSE",1951,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2876,1246640,"TRUE","TRUE",1929,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",7486,57,"TRUE","FALSE",2005,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",1089,10,"FALSE","FALSE",2198,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",853,10,"TRUE","FALSE",4081,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",245,0,"FALSE","FALSE",1118,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",28337,4414,"TRUE","TRUE",2219,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2046,6,"FALSE","FALSE",4093,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",17201,1724,"TRUE","FALSE",4265,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3999,1237056,"TRUE","TRUE",4310,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",310158,1443,"TRUE","FALSE",1827,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",10784,65788,"FALSE","FALSE",1508,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",573,116,"FALSE","FALSE",1581,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",12831,185,"FALSE","FALSE",1488,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",19,4,"FALSE","FALSE",1540,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",2220,242009,"TRUE","TRUE",3233,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",45,28,"FALSE","FALSE",1439,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",660,11,"FALSE","FALSE",1298,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",1931,8809,"FALSE","FALSE",4254,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",55483,433,"FALSE","FALSE",3663,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",216,647,"FALSE","FALSE",3782,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3733,305,"TRUE","FALSE",3445,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",19408,54,"TRUE","FALSE",1954,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",346,11,"FALSE","FALSE",1461,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",53,2,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",71,0,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"TRUE","TRUE",23,9,"FALSE","FALSE",2133,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",923,43,"FALSE","FALSE",2623,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",198,4,"FALSE","FALSE",3568,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",56,1,"FALSE","FALSE",1445,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",117,65,"TRUE","FALSE",3482,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",2595,2213,"TRUE","FALSE",4878,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",7032,240,"FALSE","FALSE",2269,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",153,2,"FALSE","FALSE",1227,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",2024,28,"FALSE","FALSE",2510,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",0,628,"FALSE","FALSE",1933,"bot","TRUE","TRUE","TRUE"
"TRUE","TRUE",4,2,"FALSE","FALSE",974,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",346,2,"FALSE","FALSE",1410,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",20084,154357,"FALSE","FALSE",3029,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2897,117,"FALSE","FALSE",3300,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",9635,1507,"TRUE","FALSE",2402,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2796,139,"FALSE","FALSE",3441,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",109457,94267,"TRUE","FALSE",3234,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",4079,502,"FALSE","FALSE",3637,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",45092,1914,"TRUE","FALSE",3617,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1118,11,"TRUE","FALSE",3781,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",9602,79,"FALSE","FALSE",2251,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2552,22,"FALSE","FALSE",1988,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",4403,1260,"TRUE","FALSE",3301,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1192,112,"FALSE","FALSE",4117,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",2716,283896,"TRUE","TRUE",3746,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4327,16919,"TRUE","TRUE",4062,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",13579,269,"TRUE","FALSE",3165,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",6,24,"FALSE","FALSE",783,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",4077,73574,"FALSE","TRUE",1762,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1934,92,"FALSE","FALSE",2629,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2332,99,"FALSE","FALSE",3279,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",353,1272,"TRUE","FALSE",3764,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",128808,1224,"FALSE","FALSE",3626,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",117,1,"FALSE","FALSE",1288,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",214,113,"FALSE","FALSE",4173,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",40257,1037,"TRUE","FALSE",3135,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",9402,397,"TRUE","FALSE",2038,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",10527,7495,"TRUE","FALSE",4091,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",790,1453937,"TRUE","TRUE",3483,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",189,234845,"FALSE","FALSE",3647,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",5933,176,"FALSE","FALSE",2753,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2216,71,"TRUE","FALSE",3781,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",31674,615,"TRUE","FALSE",2265,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",8088,99,"FALSE","FALSE",2851,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",10052,144,"TRUE","FALSE",1901,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",6,9917,"TRUE","FALSE",3846,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,1888,"FALSE","FALSE",1325,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",66,13,"FALSE","FALSE",3462,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",45002,878,"TRUE","FALSE",3275,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",5614,31471,"TRUE","TRUE",4172,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2727,2831,"FALSE","TRUE",4145,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",5737,301,"TRUE","FALSE",4310,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",145,658,"TRUE","FALSE",1856,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",8953,2904002,"TRUE","TRUE",4324,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,652,"FALSE","FALSE",3890,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",121,4,"FALSE","FALSE",2716,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",25862,1405,"TRUE","FALSE",4127,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2426,4817,"FALSE","TRUE",4079,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",625,583,"TRUE","FALSE",1744,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1116,22411,"FALSE","FALSE",1671,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",1429,858,"TRUE","FALSE",4001,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2369,249,"FALSE","FALSE",4033,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",470,75093,"TRUE","FALSE",2674,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2687,271,"TRUE","FALSE",2999,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",6583,47,"TRUE","FALSE",2158,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",47968,1202959,"FALSE","TRUE",4171,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",14406,995,"TRUE","FALSE",2153,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",128,2,"FALSE","FALSE",2027,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",398,27,"FALSE","FALSE",2404,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",50171,79337,"TRUE","FALSE",3860,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1,152,"FALSE","FALSE",1890,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",1271,11,"FALSE","FALSE",3162,"bot","TRUE","TRUE","TRUE"
"TRUE","TRUE",897,19,"FALSE","FALSE",3828,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",490,30893,"TRUE","TRUE",4061,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",10703,1789313,"TRUE","TRUE",4149,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",7179,708,"FALSE","FALSE",2879,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",6733,222,"TRUE","FALSE",1684,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",2084,20,"FALSE","FALSE",3537,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",820,7,"FALSE","FALSE",2820,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",7121,5611,"TRUE","TRUE",3017,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",198,49499,"FALSE","FALSE",3687,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",611,33,"FALSE","FALSE",1574,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1,760,"TRUE","FALSE",1517,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",10,688,"FALSE","FALSE",1576,"bot","TRUE","TRUE","FALSE"
"TRUE","TRUE",6,12,"FALSE","FALSE",1426,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",13018,286,"FALSE","FALSE",1282,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",18,252,"FALSE","FALSE",1577,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1952,140905,"TRUE","TRUE",3345,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1284,34964,"TRUE","TRUE",1460,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",17008,10724,"FALSE","FALSE",2680,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",40,23,"FALSE","FALSE",1287,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",29,27,"FALSE","FALSE",1271,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",28,30,"FALSE","FALSE",1273,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",3323,84,"FALSE","FALSE",2462,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",6296,1073,"TRUE","FALSE",3545,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",1242,40,"FALSE","FALSE",3062,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",27,105,"FALSE","FALSE",4356,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",536,345,"TRUE","FALSE",3631,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",23181,763497,"FALSE","TRUE",3820,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1449,5,"FALSE","FALSE",3938,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",140622,89128,"FALSE","TRUE",4912,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3676,631405,"TRUE","TRUE",3129,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2463,38,"TRUE","FALSE",2883,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",31,23817,"TRUE","FALSE",3196,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",337,19,"FALSE","FALSE",3906,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",159,1077999,"TRUE","TRUE",4324,"human","TRUE","TRUE","TRUE"
"FALSE","TRUE",18356,111,"FALSE","FALSE",2365,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",1119,19,"TRUE","FALSE",3387,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2967,221,"TRUE","FALSE",4138,"human","TRUE","FALSE","TRUE"
"FALSE","FALSE",2217,41,"FALSE","FALSE",2750,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",4648,1027,"TRUE","FALSE",3509,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",4,1789648,"TRUE","FALSE",3662,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",604,15,"FALSE","FALSE",3828,"human","TRUE","FALSE","TRUE"
"FALSE","FALSE",73449,8966,"TRUE","FALSE",4484,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",12881,2222,"TRUE","FALSE",3229,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",25,0,"FALSE","FALSE",1219,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1372,46,"TRUE","FALSE",2808,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1266,4,"FALSE","FALSE",2153,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",8730,86106,"TRUE","FALSE",2937,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",74569,145921,"FALSE","FALSE",3451,"bot","TRUE","FALSE","TRUE"
"TRUE","FALSE",457,2091,"TRUE","FALSE",3869,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1,7,"FALSE","FALSE",729,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1790,353,"TRUE","FALSE",3554,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",760,124,"TRUE","FALSE",2596,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",123,1,"FALSE","FALSE",3112,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",53,113851,"TRUE","FALSE",2952,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",8613,651,"TRUE","FALSE",4373,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",5977,179700,"FALSE","FALSE",1913,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1233,2,"FALSE","FALSE",2532,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",635,777,"FALSE","FALSE",3811,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",12979,526,"TRUE","FALSE",4066,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",7794,3103550,"TRUE","TRUE",2794,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3826,10967,"TRUE","TRUE",4215,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",19505,506,"TRUE","FALSE",4179,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3705,864,"FALSE","FALSE",3186,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1364,1,"FALSE","FALSE",3648,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2,85,"FALSE","FALSE",864,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",600,56,"FALSE","FALSE",1058,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",870,52591,"TRUE","FALSE",4020,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",476,1732,"TRUE","FALSE",4130,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2179,18,"TRUE","FALSE",3785,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2607,612,"TRUE","FALSE",4080,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1448,2,"FALSE","FALSE",2909,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",6652,1335,"FALSE","FALSE",4356,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",17025,1656,"TRUE","FALSE",2140,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",841,67,"FALSE","FALSE",1198,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",62,1,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",25,239,"FALSE","FALSE",2874,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",26247,294,"TRUE","FALSE",2353,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",121864,1194,"TRUE","FALSE",2774,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2062,119,"TRUE","FALSE",3495,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",72678,6745,"TRUE","FALSE",2205,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",1399,212,"TRUE","FALSE",3131,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3766,1221,"FALSE","FALSE",3290,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1,104,"FALSE","FALSE",1783,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2338,378,"FALSE","FALSE",1439,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",4775,346,"TRUE","FALSE",2589,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",57557,2812,"TRUE","FALSE",3084,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",0,2,"FALSE","FALSE",1834,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",50766,65157,"TRUE","FALSE",4161,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2229,113,"FALSE","FALSE",4437,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",346,1,"FALSE","FALSE",1412,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",8083,1164,"TRUE","FALSE",4208,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2586,107,"FALSE","FALSE",3024,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",1214,3491,"FALSE","TRUE",3750,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1,7,"FALSE","FALSE",986,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,27,"FALSE","FALSE",2161,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",705,24,"FALSE","FALSE",1424,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",6726,186,"FALSE","FALSE",2837,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",5230,1233506,"TRUE","TRUE",3994,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",182771,1809,"FALSE","FALSE",2658,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",7,147,"FALSE","FALSE",659,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",38816,64723,"TRUE","TRUE",3675,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",12,0,"FALSE","FALSE",1155,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",43266,272,"FALSE","FALSE",2723,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",138763,415,"TRUE","FALSE",2663,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",31111,28981,"TRUE","FALSE",3803,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2503,959,"FALSE","FALSE",3162,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",74,2534644,"TRUE","FALSE",4132,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",22,0,"FALSE","FALSE",1219,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",2790,659079,"FALSE","FALSE",4155,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2692,267175,"TRUE","TRUE",3897,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",8500,93,"FALSE","FALSE",4168,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",14125,41038,"TRUE","FALSE",3343,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1643,8,"FALSE","FALSE",2504,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",55,288422,"FALSE","TRUE",3828,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",4434,2115926,"TRUE","TRUE",3443,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3571,111353,"TRUE","TRUE",3672,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",786,71,"FALSE","FALSE",1635,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",1454,4,"FALSE","FALSE",2903,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",4,14,"FALSE","FALSE",2798,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",4930,256,"TRUE","FALSE",1036,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",500,23,"FALSE","FALSE",2837,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",24,0,"FALSE","FALSE",1287,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",1277,339,"FALSE","FALSE",2837,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",8199,95,"TRUE","FALSE",2738,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1717,1717323,"TRUE","TRUE",2500,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",109,2,"FALSE","FALSE",1207,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",392,76,"FALSE","FALSE",4172,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",70365,305,"TRUE","FALSE",3787,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",13084,1072,"TRUE","FALSE",3750,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",2125,451,"FALSE","FALSE",3764,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",41250,685,"TRUE","FALSE",2940,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",119,1243522,"TRUE","TRUE",3695,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1355,50,"FALSE","FALSE",2604,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",272,4,"FALSE","FALSE",2197,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",7814,1379,"TRUE","FALSE",3828,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",136,2,"FALSE","FALSE",1118,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",171,0,"FALSE","FALSE",962,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",180880,8810,"FALSE","TRUE",3464,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",9171,113921,"FALSE","FALSE",3681,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",75,2754,"TRUE","FALSE",4175,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2044,4,"FALSE","FALSE",3570,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",1116,14,"FALSE","FALSE",3735,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",30820,158,"FALSE","FALSE",4087,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1236,9,"FALSE","FALSE",1462,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",9760,4220,"FALSE","TRUE",3009,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",20588,238239,"TRUE","FALSE",3444,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",15,10,"FALSE","FALSE",4175,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",12858,692,"TRUE","FALSE",3068,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",1346,15,"FALSE","FALSE",2528,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",10211,407,"TRUE","FALSE",4146,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",12,0,"FALSE","FALSE",1232,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",2626,89,"FALSE","FALSE",3697,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",37251,119843,"FALSE","FALSE",3226,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2754,131,"FALSE","FALSE",3300,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",3491,17,"FALSE","FALSE",1750,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",3202,3758333,"TRUE","TRUE",3364,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",2155,9,"FALSE","FALSE",3246,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2438,33,"FALSE","FALSE",4215,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",34160,1074,"TRUE","FALSE",3132,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",39,896121,"FALSE","TRUE",3480,"human","TRUE","TRUE","TRUE"
