"default_profile","default_profile_image","tweets_like_by_user","followers_count","geo_enabled","verified","account_age_days","account_type","has_description","has_lang","has_background_image_url"
"TRUE","FALSE",2216,8,"FALSE","FALSE",2537,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",180482,163121,"FALSE","TRUE",3813,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2277,49,"TRUE","FALSE",3019,"bot","FALSE","FALSE","TRUE"
"TRUE","TRUE",6972,117,"FALSE","FALSE",3664,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",1007,257,"TRUE","FALSE",3890,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",451,53,"FALSE","FALSE",3060,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",1851,644,"TRUE","FALSE",944,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",165698,1200,"TRUE","FALSE",3000,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",115,895,"TRUE","FALSE",3141,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1308,3994486,"TRUE","TRUE",2755,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",34,0,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",1190,373,"TRUE","FALSE",4110,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",18019,2003,"TRUE","FALSE",2924,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",3052,42,"FALSE","FALSE",1850,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",10,128101,"FALSE","FALSE",3777,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",6692,1830,"TRUE","FALSE",4262,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",20484,595,"TRUE","FALSE",3375,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",12828,118220,"FALSE","TRUE",4478,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",267,119,"FALSE","FALSE",2990,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",15626,300547,"TRUE","FALSE",3659,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",31384,576,"TRUE","FALSE",3014,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",116245,1308,"TRUE","FALSE",3110,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",14139,642,"TRUE","FALSE",3310,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",9328,2913456,"TRUE","TRUE",3718,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",6671,21,"FALSE","FALSE",3843,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",5785,12291,"TRUE","TRUE",4131,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",61,1,"FALSE","FALSE",1180,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",74,0,"FALSE","FALSE",1108,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",3620,153,"TRUE","FALSE",2501,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4436,10,"TRUE","FALSE",2252,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",660,875,"FALSE","FALSE",3859,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",6275,269,"TRUE","FALSE",3518,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",10063,7780,"TRUE","FALSE",2897,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",5931,1357,"TRUE","FALSE",3966,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",175,6,"FALSE","FALSE",3052,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2173,105,"FALSE","FALSE",2428,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2671,22,"FALSE","FALSE",3968,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",52882,5093,"TRUE","TRUE",4523,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1302,614,"TRUE","TRUE",3361,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1124,6,"FALSE","FALSE",2033,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",2123,26,"FALSE","FALSE",3120,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",20,0,"FALSE","FALSE",1155,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",13454,164,"TRUE","FALSE",1783,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",1491,16,"FALSE","FALSE",2792,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",7715,292,"TRUE","FALSE",2078,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3122,569,"TRUE","FALSE",3817,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",9642,11451,"TRUE","TRUE",4478,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",374,2556,"FALSE","FALSE",4138,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",12267,1370367,"TRUE","TRUE",2337,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4560,322,"TRUE","FALSE",3802,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",271,166,"TRUE","FALSE",2966,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",689,207,"TRUE","FALSE",4139,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,1,"FALSE","FALSE",552,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",62,63,"FALSE","FALSE",1860,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1224,10,"FALSE","FALSE",3474,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2167,97252,"TRUE","FALSE",4250,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",89,79,"FALSE","FALSE",3996,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",160,6,"FALSE","FALSE",3482,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2891,38,"FALSE","FALSE",1156,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",49,3,"FALSE","FALSE",1159,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",12064,1584360,"TRUE","TRUE",3808,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",5917,15900,"TRUE","TRUE",4173,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4539,1146939,"FALSE","TRUE",3299,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",24147,6760,"TRUE","TRUE",3542,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",644,28,"FALSE","FALSE",2213,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",850,2632,"FALSE","FALSE",2080,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",30575,2922,"TRUE","FALSE",2852,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4597,8877,"TRUE","TRUE",4054,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",23986,5572,"TRUE","TRUE",4523,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",79,1,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",15545,1033,"TRUE","FALSE",4037,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",26043,1001,"FALSE","FALSE",4158,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",420,124,"FALSE","FALSE",910,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",16528,460,"TRUE","FALSE",2442,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",282644,10320,"FALSE","FALSE",4041,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",10405,82,"TRUE","FALSE",2549,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",0,419,"TRUE","FALSE",1903,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",38007,606,"TRUE","FALSE",3330,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",107009,7473,"FALSE","FALSE",3710,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",19084,228,"TRUE","FALSE",2454,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",689,22,"FALSE","FALSE",4049,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2954,204,"TRUE","FALSE",3231,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",653,5191,"TRUE","TRUE",4200,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1623,17,"FALSE","FALSE",3913,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",1733,7325,"TRUE","FALSE",3472,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1106,1507,"TRUE","FALSE",1681,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",59674,3034,"FALSE","FALSE",3004,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",5048,4288,"TRUE","FALSE",3321,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",44441,414,"TRUE","FALSE",2108,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",114942,2295,"TRUE","FALSE",2379,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",19248,19844,"TRUE","TRUE",3981,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,0,"FALSE","FALSE",662,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",16477,131155,"TRUE","TRUE",3695,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",213,4,"FALSE","FALSE",2854,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",20,18845,"TRUE","FALSE",3844,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",147,2214290,"TRUE","TRUE",4038,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2300,18,"FALSE","FALSE",4429,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",3748,10281,"TRUE","FALSE",3984,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",8,21259,"FALSE","FALSE",2556,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2382,29,"FALSE","FALSE",3043,"bot","TRUE","FALSE","TRUE"
"FALSE","FALSE",11808,1809848,"FALSE","TRUE",4056,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",386,666200,"TRUE","TRUE",2967,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",21422,479,"TRUE","FALSE",2246,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",61,1598594,"FALSE","TRUE",4011,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",10328,72,"TRUE","FALSE",2944,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3425,1843,"FALSE","FALSE",1440,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",856,3,"FALSE","FALSE",4180,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",6066,3539,"TRUE","TRUE",3747,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",20395,575,"TRUE","FALSE",2314,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2792,14422,"TRUE","FALSE",3703,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4469,634956,"TRUE","TRUE",2928,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2339,706,"TRUE","FALSE",2603,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",47,233,"FALSE","FALSE",1948,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",8373,307,"TRUE","FALSE",3664,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",325,817,"FALSE","FALSE",2440,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",14170,390,"TRUE","FALSE",1986,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",1700,16,"TRUE","FALSE",4170,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",367,4087230,"TRUE","TRUE",3771,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",2433,243,"FALSE","FALSE",3658,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",4732,6046,"TRUE","FALSE",2980,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1737,13,"FALSE","FALSE",2951,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",4,0,"FALSE","FALSE",2531,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",42750,4606,"FALSE","FALSE",1247,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",3055,4231670,"TRUE","TRUE",4478,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",82,234,"FALSE","FALSE",2946,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",958,15,"FALSE","FALSE",2536,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",11533,94923,"FALSE","TRUE",3829,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",24056,956,"TRUE","FALSE",2420,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1,366,"FALSE","FALSE",925,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",1185,78575,"TRUE","FALSE",3899,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",121,8185861,"TRUE","TRUE",3093,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",43,73,"FALSE","FALSE",727,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",3660,801,"TRUE","FALSE",4188,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",30083,773,"TRUE","FALSE",3375,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1189,18,"TRUE","FALSE",2024,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",294,2233130,"TRUE","FALSE",3296,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",12977,275,"FALSE","FALSE",3146,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1079,1651856,"FALSE","TRUE",3854,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",7685,389973,"TRUE","TRUE",4523,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3294,382,"TRUE","FALSE",4089,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",3851,2632872,"TRUE","TRUE",4478,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",1008,1460457,"TRUE","TRUE",3808,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",957,161,"TRUE","FALSE",4184,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1141,18,"TRUE","FALSE",3142,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",29385,127,"FALSE","FALSE",1039,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",114,127,"FALSE","FALSE",3095,"human","FALSE","FALSE","TRUE"
"TRUE","FALSE",17922,50,"TRUE","FALSE",2545,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",1613,91,"FALSE","FALSE",1016,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",92,150018,"TRUE","FALSE",2337,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",937,4969736,"FALSE","TRUE",4478,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",9150,162296,"TRUE","TRUE",4164,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",445,18,"FALSE","FALSE",3100,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",3560,58,"TRUE","FALSE",3787,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",84,25,"FALSE","FALSE",4045,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,367,"FALSE","FALSE",2013,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1733,15,"FALSE","FALSE",3188,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",1514,1032,"TRUE","FALSE",3305,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",209,96,"FALSE","FALSE",2246,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",3062,51,"FALSE","FALSE",1009,"human","FALSE","FALSE","FALSE"
"TRUE","FALSE",41611,1102,"TRUE","FALSE",1698,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",1093,4,"FALSE","FALSE",2597,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",16077,5231,"TRUE","FALSE",3018,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1128,1226444,"TRUE","TRUE",4478,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",1000,1442,"TRUE","FALSE",3613,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",8275,3543483,"TRUE","TRUE",4273,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",5510,3810,"TRUE","TRUE",2646,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",603,719203,"TRUE","TRUE",3138,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",2295,91,"TRUE","FALSE",3810,"bot","TRUE","FALSE","TRUE"
"TRUE","FALSE",392,32,"FALSE","FALSE",3466,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",1836,41,"FALSE","FALSE",4175,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1352,1152,"TRUE","TRUE",2864,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",671,28,"FALSE","FALSE",3710,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",13255,1735,"FALSE","FALSE",3780,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",4135,58,"TRUE","FALSE",2501,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",653,54,"FALSE","FALSE",2969,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",2193,7,"FALSE","FALSE",3873,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",7542,1775,"TRUE","FALSE",2214,"human","TRUE","FALSE","TRUE"
"FALSE","FALSE",0,750,"FALSE","FALSE",2721,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",63,2,"FALSE","FALSE",1154,"bot","TRUE","TRUE","FALSE"
"TRUE","FALSE",871,515,"TRUE","FALSE",2559,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",116922,14575,"TRUE","FALSE",4168,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",371,8961,"FALSE","TRUE",4140,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",351,2028670,"FALSE","TRUE",2248,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",21137,66,"FALSE","FALSE",2274,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",3016,28,"TRUE","FALSE",2551,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",3068,150,"FALSE","FALSE",3919,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",26803,1194,"TRUE","FALSE",3313,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",42143,2470,"FALSE","FALSE",3268,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",316,3713495,"FALSE","TRUE",4478,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",11190,381932,"FALSE","TRUE",4149,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",7805,145,"TRUE","FALSE",2669,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2440,213,"TRUE","FALSE",3779,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",32807,799,"FALSE","FALSE",2380,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",45,36,"FALSE","FALSE",3113,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",19088,341,"TRUE","FALSE",2503,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1484,824724,"TRUE","TRUE",4186,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",0,149784,"TRUE","TRUE",4223,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",938,829467,"FALSE","FALSE",3651,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",41175,430,"TRUE","FALSE",4150,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",4,21,"FALSE","FALSE",4179,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",14,138,"TRUE","FALSE",3323,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2391,117,"FALSE","FALSE",4126,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",1925,585,"FALSE","FALSE",3462,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",22,4,"FALSE","FALSE",3049,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",489,49,"FALSE","FALSE",3437,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1675,272458,"TRUE","FALSE",4119,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",8099,861,"TRUE","FALSE",3536,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",879,62,"FALSE","FALSE",4135,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",51798,1033,"TRUE","FALSE",3043,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",9,19911,"FALSE","TRUE",4250,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",19,17,"FALSE","FALSE",3853,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",443,12222,"TRUE","TRUE",4319,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",620,906,"FALSE","FALSE",2391,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2773,166,"TRUE","FALSE",2223,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",8370,368,"TRUE","FALSE",3003,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",402,29,"FALSE","FALSE",2314,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",1355,539,"FALSE","FALSE",3796,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",15432,565,"TRUE","FALSE",3958,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",66,0,"FALSE","FALSE",1154,"bot","FALSE","FALSE","FALSE"
"FALSE","FALSE",2140,45,"FALSE","FALSE",3252,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",635,5,"FALSE","FALSE",1462,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",54828,22508,"FALSE","FALSE",4198,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",11409,1184,"TRUE","FALSE",2210,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",264,4044142,"FALSE","TRUE",3869,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2458,11,"FALSE","FALSE",3232,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",0,0,"FALSE","FALSE",662,"bot","FALSE","FALSE","FALSE"
"TRUE","FALSE",6692,468,"TRUE","FALSE",2775,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",2396,773,"FALSE","FALSE",2295,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",18534,1193,"FALSE","FALSE",3906,"human","TRUE","TRUE","TRUE"
"TRUE","TRUE",99,4,"FALSE","FALSE",3170,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",108,66132,"FALSE","FALSE",4100,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",181,8,"FALSE","FALSE",2377,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",1736,5,"FALSE","FALSE",1869,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",12767,145,"TRUE","FALSE",3096,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",15677,721,"FALSE","FALSE",1598,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",11683,17,"FALSE","FALSE",3028,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1683,748,"TRUE","FALSE",3096,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",124279,38729,"TRUE","TRUE",3976,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1265,25,"FALSE","FALSE",681,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",7337,664,"TRUE","FALSE",2675,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",922,374,"TRUE","FALSE",3205,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",130,5,"FALSE","FALSE",3291,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",2143,6,"FALSE","FALSE",3476,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",3084,21542610,"TRUE","TRUE",4228,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",8,4732500,"FALSE","TRUE",3600,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1349,39,"FALSE","FALSE",3776,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",58692,49728,"TRUE","TRUE",3567,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",732,1574361,"FALSE","TRUE",3695,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",123745,2119,"TRUE","FALSE",2149,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",621,58124,"TRUE","TRUE",3930,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",256,82562,"FALSE","FALSE",2410,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",2,4210,"TRUE","FALSE",2910,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",92607,1303,"TRUE","FALSE",3366,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1288,6897568,"FALSE","TRUE",4146,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",36,1,"FALSE","FALSE",3189,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",49445,2774,"TRUE","FALSE",1626,"bot","TRUE","TRUE","FALSE"
"FALSE","FALSE",3129,1436944,"TRUE","FALSE",3503,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",11212,6667,"TRUE","TRUE",4351,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",77,16,"FALSE","FALSE",3264,"bot","FALSE","FALSE","TRUE"
"TRUE","FALSE",3901,549971,"TRUE","TRUE",1990,"human","TRUE","FALSE","TRUE"
"TRUE","FALSE",1240,44,"FALSE","FALSE",3305,"human","FALSE","FALSE","TRUE"
"FALSE","FALSE",7714,713932,"FALSE","FALSE",3879,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",1796,286,"TRUE","FALSE",3633,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",822,121932,"TRUE","FALSE",4180,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3389,1143443,"FALSE","TRUE",4042,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",1241,2,"FALSE","FALSE",3509,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",2256,860,"FALSE","FALSE",3303,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",996,16,"FALSE","FALSE",4131,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",40287,130,"FALSE","FALSE",2578,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",766,4,"FALSE","FALSE",2928,"bot","TRUE","TRUE","TRUE"
"TRUE","FALSE",0,28,"FALSE","FALSE",3397,"bot","TRUE","TRUE","TRUE"
"FALSE","FALSE",20366,116,"TRUE","FALSE",3861,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",55,0,"FALSE","FALSE",1444,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",19523,213,"FALSE","FALSE",1289,"human","TRUE","TRUE","FALSE"
"TRUE","FALSE",6977,567,"FALSE","FALSE",1414,"human","TRUE","TRUE","FALSE"
"FALSE","FALSE",4651,118634,"TRUE","TRUE",4115,"human","TRUE","TRUE","TRUE"
"FALSE","FALSE",3395,706,"TRUE","FALSE",2878,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",1645,21,"FALSE","FALSE",2913,"bot","FALSE","FALSE","TRUE"
"FALSE","FALSE",84,19,"FALSE","FALSE",3074,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",19485,162,"FALSE","FALSE",4176,"human","TRUE","TRUE","TRUE"
"TRUE","FALSE",27,1,"FALSE","FALSE",1155,"bot","TRUE","TRUE","FALSE"
